Scribe: Realistic Handriting in Tensorflow
     by Sam Greydanus



TRAINING MODE...
Namespace(alphabet=' abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ', batch_size=32, bias=1.0, data_dir='./data', data_scale=50, decay=0.95, dropout=0.85, grad_clip=10.0, kmixtures=1, learning_rate=0.0001, log_dir='./logs/', lr_decay=1.0, momentum=0.9, nbatches=500, nepochs=250, nmixtures=8, optimizer='rmsprop', rnn_size=100, save_every=500, save_path='saved/model.ckpt', sleep_time=300, style=-1, text='', train=True, tsteps=150, tsteps_per_ascii=25)

loading data...
	loaded dataset:
		11315 train individual data points
		595 valid individual data points
		353 batches
building model...
	using alphabet abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ
attempt to load saved model...
loaded model: saved/model.ckpt-53500
training...
learning rate: 9.99999974738e-05
53510/125000, loss = -2.169, regloss = -0.21841, valid_loss = -1.937, time = 0.275
learning rate: 9.99999974738e-05
SAVED MODEL
81500/125000, loss = -2.163, regloss = -2.15048, valid_loss = -1.933, time = 0.298
81510/125000, loss = -2.003, regloss = -2.14684, valid_loss = -1.931, time = 0.266
81520/125000, loss = -2.061, regloss = -2.15053, valid_loss = -1.961, time = 0.266
81530/125000, loss = -2.324, regloss = -2.15459, valid_loss = -1.925, time = 0.267
81540/125000, loss = -2.191, regloss = -2.15030, valid_loss = -1.926, time = 0.267
81550/125000, loss = -2.347, regloss = -2.15254, valid_loss = -1.959, time = 0.414
81560/125000, loss = -2.127, regloss = -2.15797, valid_loss = -1.959, time = 0.322
81570/125000, loss = -2.148, regloss = -2.15613, valid_loss = -1.929, time = 0.266
81580/125000, loss = -1.957, regloss = -2.15551, valid_loss = -1.938, time = 0.396
81590/125000, loss = -2.199, regloss = -2.15594, valid_loss = -1.925, time = 0.265
81600/125000, loss = -1.976, regloss = -2.14958, valid_loss = -1.948, time = 0.352
81610/125000, loss = -2.142, regloss = -2.14570, valid_loss = -1.922, time = 0.331
81620/125000, loss = -2.095, regloss = -2.14742, valid_loss = -1.955, time = 0.275
81630/125000, loss = -1.998, regloss = -2.14770, valid_loss = -1.946, time = 0.389
81640/125000, loss = -2.150, regloss = -2.14863, valid_loss = -1.963, time = 0.266
81650/125000, loss = -2.106, regloss = -2.14610, valid_loss = -1.945, time = 0.339
81660/125000, loss = -2.186, regloss = -2.15210, valid_loss = -1.927, time = 0.360
81670/125000, loss = -2.114, regloss = -2.14519, valid_loss = -1.944, time = 0.266
81680/125000, loss = -2.244, regloss = -2.14779, valid_loss = -1.953, time = 0.390
81690/125000, loss = -2.192, regloss = -2.14679, valid_loss = -1.904, time = 0.267
81700/125000, loss = -2.142, regloss = -2.14596, valid_loss = -1.952, time = 0.336
81710/125000, loss = -2.028, regloss = -2.14406, valid_loss = -1.942, time = 0.350
81720/125000, loss = -2.210, regloss = -2.14407, valid_loss = -1.931, time = 0.266
81730/125000, loss = -1.988, regloss = -2.14012, valid_loss = -1.956, time = 0.267
81740/125000, loss = -2.320, regloss = -2.14137, valid_loss = -1.933, time = 0.270
81750/125000, loss = -2.135, regloss = -2.13738, valid_loss = -1.928, time = 0.267
81760/125000, loss = -2.015, regloss = -2.13754, valid_loss = -1.946, time = 0.470
81770/125000, loss = -2.122, regloss = -2.13565, valid_loss = -1.933, time = 0.391
81780/125000, loss = -2.060, regloss = -2.13521, valid_loss = -1.924, time = 0.266
81790/125000, loss = -2.112, regloss = -2.13299, valid_loss = -1.938, time = 0.396
81800/125000, loss = -1.971, regloss = -2.12905, valid_loss = -1.941, time = 0.267
81810/125000, loss = -2.176, regloss = -2.13518, valid_loss = -1.926, time = 0.267
81820/125000, loss = -1.989, regloss = -2.13433, valid_loss = -1.948, time = 0.394
81830/125000, loss = -2.080, regloss = -2.13608, valid_loss = -1.921, time = 0.267
81840/125000, loss = -2.109, regloss = -2.13280, valid_loss = -1.935, time = 0.267
81850/125000, loss = -2.083, regloss = -2.13006, valid_loss = -1.934, time = 0.267
81860/125000, loss = -2.126, regloss = -2.13134, valid_loss = -1.940, time = 0.267
81870/125000, loss = -2.388, regloss = -2.13389, valid_loss = -1.937, time = 0.469
81880/125000, loss = -2.116, regloss = -2.13396, valid_loss = -1.946, time = 0.393
81890/125000, loss = -2.165, regloss = -2.12990, valid_loss = -1.950, time = 0.267
81900/125000, loss = -2.108, regloss = -2.13023, valid_loss = -1.933, time = 0.273
81910/125000, loss = -1.947, regloss = -2.13017, valid_loss = -1.949, time = 0.392
81920/125000, loss = -2.228, regloss = -2.12509, valid_loss = -1.949, time = 0.266
81930/125000, loss = -2.147, regloss = -2.13220, valid_loss = -1.925, time = 0.395
81940/125000, loss = -2.049, regloss = -2.13350, valid_loss = -1.923, time = 0.266
81950/125000, loss = -2.134, regloss = -2.13687, valid_loss = -1.942, time = 0.266
81960/125000, loss = -2.061, regloss = -2.13881, valid_loss = -1.923, time = 0.391
81970/125000, loss = -2.150, regloss = -2.14118, valid_loss = -1.951, time = 0.266
81980/125000, loss = -2.186, regloss = -2.14126, valid_loss = -1.925, time = 0.393
81990/125000, loss = -2.108, regloss = -2.13532, valid_loss = -1.918, time = 0.278
learning rate: 9.99999974738e-05
SAVED MODEL
82000/125000, loss = -2.219, regloss = -2.14133, valid_loss = -1.951, time = 0.299
82010/125000, loss = -2.168, regloss = -2.14363, valid_loss = -1.949, time = 0.266
82020/125000, loss = -1.959, regloss = -2.13798, valid_loss = -1.937, time = 0.468
82030/125000, loss = -2.319, regloss = -2.14102, valid_loss = -1.948, time = 0.393
82040/125000, loss = -2.086, regloss = -2.14295, valid_loss = -1.965, time = 0.276
82050/125000, loss = -2.193, regloss = -2.14602, valid_loss = -1.947, time = 0.394
82060/125000, loss = -2.310, regloss = -2.14851, valid_loss = -1.955, time = 0.267
82070/125000, loss = -2.205, regloss = -2.14941, valid_loss = -1.948, time = 0.269
82080/125000, loss = -2.140, regloss = -2.14639, valid_loss = -1.938, time = 0.394
82090/125000, loss = -2.219, regloss = -2.14884, valid_loss = -1.955, time = 0.267
82100/125000, loss = -2.161, regloss = -2.15088, valid_loss = -1.949, time = 0.391
82110/125000, loss = -2.211, regloss = -2.14997, valid_loss = -1.914, time = 0.280
82120/125000, loss = -2.046, regloss = -2.14616, valid_loss = -1.952, time = 0.267
82130/125000, loss = -2.342, regloss = -2.14931, valid_loss = -1.943, time = 0.407
82140/125000, loss = -2.233, regloss = -2.15115, valid_loss = -1.917, time = 0.276
82150/125000, loss = -2.164, regloss = -2.15134, valid_loss = -1.946, time = 0.395
82160/125000, loss = -2.307, regloss = -2.14815, valid_loss = -1.937, time = 0.266
82170/125000, loss = -2.212, regloss = -2.14797, valid_loss = -1.921, time = 0.267
82180/125000, loss = -2.212, regloss = -2.14439, valid_loss = -1.937, time = 0.407
82190/125000, loss = -2.090, regloss = -2.14490, valid_loss = -1.958, time = 0.266
82200/125000, loss = -2.236, regloss = -2.14196, valid_loss = -1.959, time = 0.395
82210/125000, loss = -2.104, regloss = -2.14093, valid_loss = -1.945, time = 0.266
82220/125000, loss = -2.275, regloss = -2.14276, valid_loss = -1.949, time = 0.267
82230/125000, loss = -2.123, regloss = -2.14568, valid_loss = -1.926, time = 0.406
82240/125000, loss = -2.144, regloss = -2.14382, valid_loss = -1.948, time = 0.266
82250/125000, loss = -2.070, regloss = -2.14542, valid_loss = -1.924, time = 0.266
82260/125000, loss = -2.287, regloss = -2.14866, valid_loss = -1.920, time = 0.269
82270/125000, loss = -2.106, regloss = -2.15021, valid_loss = -1.958, time = 0.267
82280/125000, loss = -2.096, regloss = -2.15068, valid_loss = -1.933, time = 0.468
82290/125000, loss = -1.968, regloss = -2.15140, valid_loss = -1.913, time = 0.396
82300/125000, loss = -2.198, regloss = -2.15333, valid_loss = -1.945, time = 0.274
82310/125000, loss = -2.211, regloss = -2.15108, valid_loss = -1.922, time = 0.267
82320/125000, loss = -2.094, regloss = -2.15456, valid_loss = -1.942, time = 0.267
82330/125000, loss = -1.916, regloss = -2.15234, valid_loss = -1.959, time = 0.266
82340/125000, loss = -2.081, regloss = -2.15104, valid_loss = -1.961, time = 0.266
82350/125000, loss = -2.143, regloss = -2.14308, valid_loss = -1.932, time = 0.393
82360/125000, loss = -2.210, regloss = -2.14001, valid_loss = -1.949, time = 0.285
82370/125000, loss = -2.168, regloss = -2.13923, valid_loss = -1.954, time = 0.267
82380/125000, loss = -2.123, regloss = -2.14483, valid_loss = -1.928, time = 0.396
82390/125000, loss = -2.246, regloss = -2.14927, valid_loss = -1.967, time = 0.276
82400/125000, loss = -2.276, regloss = -2.14999, valid_loss = -1.947, time = 0.293
82410/125000, loss = -1.901, regloss = -2.14279, valid_loss = -1.930, time = 0.280
82420/125000, loss = -2.226, regloss = -2.14184, valid_loss = -1.948, time = 0.276
82430/125000, loss = -1.988, regloss = -2.14082, valid_loss = -1.957, time = 0.396
82440/125000, loss = -2.094, regloss = -2.14440, valid_loss = -1.926, time = 0.266
82450/125000, loss = -2.161, regloss = -2.14470, valid_loss = -1.963, time = 0.396
82460/125000, loss = -2.193, regloss = -2.14653, valid_loss = -1.951, time = 0.288
82470/125000, loss = -2.204, regloss = -2.14559, valid_loss = -1.935, time = 0.277
82480/125000, loss = -2.182, regloss = -2.14497, valid_loss = -1.926, time = 0.395
82490/125000, loss = -2.023, regloss = -2.14179, valid_loss = -1.954, time = 0.266
learning rate: 9.99999974738e-05
SAVED MODEL
82500/125000, loss = -2.128, regloss = -2.14438, valid_loss = -1.935, time = 0.293
82510/125000, loss = -1.969, regloss = -2.14147, valid_loss = -1.947, time = 0.394
82520/125000, loss = -2.144, regloss = -2.14200, valid_loss = -1.953, time = 0.268
82530/125000, loss = -2.075, regloss = -2.14338, valid_loss = -1.916, time = 0.396
82540/125000, loss = -2.296, regloss = -2.14756, valid_loss = -1.938, time = 0.282
82550/125000, loss = -2.083, regloss = -2.14753, valid_loss = -1.952, time = 0.266
82560/125000, loss = -2.133, regloss = -2.14588, valid_loss = -1.933, time = 0.408
82570/125000, loss = -2.208, regloss = -2.14803, valid_loss = -1.953, time = 0.267
82580/125000, loss = -2.195, regloss = -2.14417, valid_loss = -1.932, time = 0.392
82590/125000, loss = -2.183, regloss = -2.14202, valid_loss = -1.949, time = 0.273
82600/125000, loss = -2.168, regloss = -2.14024, valid_loss = -1.950, time = 0.266
82610/125000, loss = -2.373, regloss = -2.14460, valid_loss = -1.937, time = 0.396
82620/125000, loss = -2.071, regloss = -2.14220, valid_loss = -1.941, time = 0.267
82630/125000, loss = -2.175, regloss = -2.14186, valid_loss = -1.944, time = 0.393
82640/125000, loss = -2.315, regloss = -2.14096, valid_loss = -1.951, time = 0.267
82650/125000, loss = -2.362, regloss = -2.14550, valid_loss = -1.933, time = 0.266
82660/125000, loss = -2.266, regloss = -2.14628, valid_loss = -1.956, time = 0.395
82670/125000, loss = -2.358, regloss = -2.15003, valid_loss = -1.943, time = 0.265
82680/125000, loss = -2.053, regloss = -2.15179, valid_loss = -1.950, time = 0.397
82690/125000, loss = -2.043, regloss = -2.14931, valid_loss = -1.932, time = 0.281
82700/125000, loss = -2.243, regloss = -2.14752, valid_loss = -1.917, time = 0.276
82710/125000, loss = -2.141, regloss = -2.14356, valid_loss = -1.930, time = 0.393
82720/125000, loss = -2.247, regloss = -2.14565, valid_loss = -1.946, time = 0.267
82730/125000, loss = -2.180, regloss = -2.14347, valid_loss = -1.940, time = 0.398
82740/125000, loss = -1.943, regloss = -2.14759, valid_loss = -1.896, time = 0.283
82750/125000, loss = -2.240, regloss = -2.14643, valid_loss = -1.950, time = 0.266
82760/125000, loss = -1.990, regloss = -2.14094, valid_loss = -1.942, time = 0.393
82770/125000, loss = -2.119, regloss = -2.14088, valid_loss = -1.936, time = 0.266
82780/125000, loss = -2.160, regloss = -2.14092, valid_loss = -1.948, time = 0.391
82790/125000, loss = -2.036, regloss = -2.13673, valid_loss = -1.937, time = 0.268
82800/125000, loss = -2.151, regloss = -2.13358, valid_loss = -1.915, time = 0.267
82810/125000, loss = -2.235, regloss = -2.13843, valid_loss = -1.952, time = 0.397
82820/125000, loss = -2.132, regloss = -2.13550, valid_loss = -1.928, time = 0.268
82830/125000, loss = -2.085, regloss = -2.13860, valid_loss = -1.928, time = 0.276
82840/125000, loss = -2.177, regloss = -2.14249, valid_loss = -1.961, time = 0.347
82850/125000, loss = -2.088, regloss = -2.14361, valid_loss = -1.958, time = 0.267
82860/125000, loss = -2.226, regloss = -2.14695, valid_loss = -1.935, time = 0.395
82870/125000, loss = -2.093, regloss = -2.14518, valid_loss = -1.934, time = 0.266
82880/125000, loss = -2.228, regloss = -2.15145, valid_loss = -1.940, time = 0.282
82890/125000, loss = -2.099, regloss = -2.14750, valid_loss = -1.929, time = 0.282
82900/125000, loss = -2.112, regloss = -2.14362, valid_loss = -1.947, time = 0.267
82910/125000, loss = -2.137, regloss = -2.14057, valid_loss = -1.945, time = 0.393
82920/125000, loss = -2.226, regloss = -2.14512, valid_loss = -1.923, time = 0.266
82930/125000, loss = -1.987, regloss = -2.14220, valid_loss = -1.945, time = 0.396
82940/125000, loss = -2.165, regloss = -2.14667, valid_loss = -1.939, time = 0.266
82950/125000, loss = -2.085, regloss = -2.14626, valid_loss = -1.933, time = 0.267
82960/125000, loss = -2.067, regloss = -2.14661, valid_loss = -1.948, time = 0.267
82970/125000, loss = -2.002, regloss = -2.14481, valid_loss = -1.945, time = 0.266
82980/125000, loss = -2.206, regloss = -2.14595, valid_loss = -1.935, time = 0.266
82990/125000, loss = -2.184, regloss = -2.14323, valid_loss = -1.965, time = 0.476
learning rate: 9.99999974738e-05
SAVED MODEL
83000/125000, loss = -2.151, regloss = -2.14649, valid_loss = -1.953, time = 0.281
83010/125000, loss = -2.047, regloss = -2.14332, valid_loss = -1.923, time = 0.266
83020/125000, loss = -2.107, regloss = -2.14834, valid_loss = -1.972, time = 0.270
83030/125000, loss = -2.356, regloss = -2.15009, valid_loss = -1.924, time = 0.470
83040/125000, loss = -2.081, regloss = -2.15001, valid_loss = -1.929, time = 0.397
83050/125000, loss = -2.139, regloss = -2.15266, valid_loss = -1.946, time = 0.267
83060/125000, loss = -2.031, regloss = -2.15171, valid_loss = -1.952, time = 0.266
83070/125000, loss = -2.065, regloss = -2.15158, valid_loss = -1.939, time = 0.395
83080/125000, loss = -2.245, regloss = -2.14763, valid_loss = -1.947, time = 0.267
83090/125000, loss = -2.268, regloss = -2.15176, valid_loss = -1.951, time = 0.393
83100/125000, loss = -2.143, regloss = -2.15430, valid_loss = -1.926, time = 0.266
83110/125000, loss = -2.071, regloss = -2.14947, valid_loss = -1.951, time = 0.267
83120/125000, loss = -2.072, regloss = -2.14922, valid_loss = -1.955, time = 0.392
83130/125000, loss = -2.094, regloss = -2.14184, valid_loss = -1.916, time = 0.266
83140/125000, loss = -2.219, regloss = -2.14566, valid_loss = -1.949, time = 0.394
83150/125000, loss = -2.065, regloss = -2.14462, valid_loss = -1.951, time = 0.266
83160/125000, loss = -2.274, regloss = -2.14644, valid_loss = -1.926, time = 0.266
83170/125000, loss = -2.152, regloss = -2.14959, valid_loss = -1.960, time = 0.393
83180/125000, loss = -2.085, regloss = -2.14451, valid_loss = -1.955, time = 0.266
83190/125000, loss = -2.019, regloss = -2.14388, valid_loss = -1.933, time = 0.395
83200/125000, loss = -2.069, regloss = -2.13869, valid_loss = -1.938, time = 0.267
83210/125000, loss = -2.202, regloss = -2.13832, valid_loss = -1.927, time = 0.267
83220/125000, loss = -2.166, regloss = -2.14089, valid_loss = -1.937, time = 0.395
83230/125000, loss = -2.043, regloss = -2.14032, valid_loss = -1.935, time = 0.267
83240/125000, loss = -2.165, regloss = -2.14292, valid_loss = -1.929, time = 0.394
83250/125000, loss = -2.252, regloss = -2.14255, valid_loss = -1.932, time = 0.277
83260/125000, loss = -2.154, regloss = -2.14704, valid_loss = -1.948, time = 0.267
83270/125000, loss = -2.198, regloss = -2.14905, valid_loss = -1.950, time = 0.397
83280/125000, loss = -2.245, regloss = -2.14522, valid_loss = -1.934, time = 0.266
83290/125000, loss = -2.241, regloss = -2.14430, valid_loss = -1.950, time = 0.392
83300/125000, loss = -2.173, regloss = -2.14183, valid_loss = -1.949, time = 0.266
83310/125000, loss = -2.087, regloss = -2.14392, valid_loss = -1.920, time = 0.267
83320/125000, loss = -2.122, regloss = -2.14329, valid_loss = -1.940, time = 0.406
83330/125000, loss = -2.321, regloss = -2.14452, valid_loss = -1.951, time = 0.267
83340/125000, loss = -2.091, regloss = -2.14857, valid_loss = -1.922, time = 0.396
83350/125000, loss = -2.198, regloss = -2.15233, valid_loss = -1.960, time = 0.266
83360/125000, loss = -2.049, regloss = -2.15318, valid_loss = -1.947, time = 0.275
83370/125000, loss = -2.185, regloss = -2.15324, valid_loss = -1.933, time = 0.393
83380/125000, loss = -2.084, regloss = -2.14998, valid_loss = -1.944, time = 0.267
83390/125000, loss = -1.844, regloss = -2.15148, valid_loss = -1.929, time = 0.390
83400/125000, loss = -2.118, regloss = -2.14920, valid_loss = -1.918, time = 0.268
83410/125000, loss = -2.101, regloss = -2.14417, valid_loss = -1.945, time = 0.279
83420/125000, loss = -2.018, regloss = -2.14273, valid_loss = -1.925, time = 0.394
83430/125000, loss = -2.054, regloss = -2.14116, valid_loss = -1.923, time = 0.276
83440/125000, loss = -2.150, regloss = -2.14292, valid_loss = -1.939, time = 0.394
83450/125000, loss = -2.196, regloss = -2.14330, valid_loss = -1.945, time = 0.272
83460/125000, loss = -2.136, regloss = -2.14174, valid_loss = -1.925, time = 0.267
83470/125000, loss = -2.027, regloss = -2.13834, valid_loss = -1.964, time = 0.394
83480/125000, loss = -2.011, regloss = -2.14254, valid_loss = -1.945, time = 0.267
83490/125000, loss = -2.082, regloss = -2.14143, valid_loss = -1.926, time = 0.392
learning rate: 9.99999974738e-05
SAVED MODEL
83500/125000, loss = -2.154, regloss = -2.13967, valid_loss = -1.930, time = 0.401
83510/125000, loss = -2.067, regloss = -2.14077, valid_loss = -1.959, time = 0.266
83520/125000, loss = -2.032, regloss = -2.13774, valid_loss = -1.926, time = 0.392
83530/125000, loss = -2.233, regloss = -2.13862, valid_loss = -1.933, time = 0.267
83540/125000, loss = -2.209, regloss = -2.13474, valid_loss = -1.942, time = 0.267
83550/125000, loss = -1.896, regloss = -2.13801, valid_loss = -1.927, time = 0.266
83560/125000, loss = -2.030, regloss = -2.13653, valid_loss = -1.958, time = 0.267
83570/125000, loss = -2.182, regloss = -2.14176, valid_loss = -1.954, time = 0.267
83580/125000, loss = -2.063, regloss = -2.13486, valid_loss = -1.933, time = 0.421
83590/125000, loss = -2.075, regloss = -2.13191, valid_loss = -1.961, time = 0.338
83600/125000, loss = -2.026, regloss = -2.12984, valid_loss = -1.942, time = 0.266
83610/125000, loss = -2.152, regloss = -2.13935, valid_loss = -1.920, time = 0.394
83620/125000, loss = -2.131, regloss = -2.14143, valid_loss = -1.956, time = 0.268
83630/125000, loss = -2.100, regloss = -2.14025, valid_loss = -1.934, time = 0.348
83640/125000, loss = -2.122, regloss = -2.14019, valid_loss = -1.948, time = 0.341
83650/125000, loss = -2.084, regloss = -2.13905, valid_loss = -1.949, time = 0.266
83660/125000, loss = -1.997, regloss = -2.13879, valid_loss = -1.948, time = 0.393
83670/125000, loss = -2.015, regloss = -2.13967, valid_loss = -1.950, time = 0.267
83680/125000, loss = -2.158, regloss = -2.14433, valid_loss = -1.947, time = 0.307
83690/125000, loss = -1.957, regloss = -2.14644, valid_loss = -1.933, time = 0.355
83700/125000, loss = -1.996, regloss = -2.14527, valid_loss = -1.945, time = 0.266
83710/125000, loss = -2.115, regloss = -2.14743, valid_loss = -1.957, time = 0.397
83720/125000, loss = -2.140, regloss = -2.14723, valid_loss = -1.906, time = 0.267
83730/125000, loss = -2.213, regloss = -2.14817, valid_loss = -1.911, time = 0.334
83740/125000, loss = -2.105, regloss = -2.14368, valid_loss = -1.918, time = 0.357
83750/125000, loss = -2.109, regloss = -2.14053, valid_loss = -1.940, time = 0.266
83760/125000, loss = -2.095, regloss = -2.14201, valid_loss = -1.930, time = 0.400
83770/125000, loss = -2.125, regloss = -2.14149, valid_loss = -1.965, time = 0.266
83780/125000, loss = -2.176, regloss = -2.14233, valid_loss = -1.933, time = 0.334
83790/125000, loss = -2.128, regloss = -2.13951, valid_loss = -1.926, time = 0.349
83800/125000, loss = -2.141, regloss = -2.13792, valid_loss = -1.955, time = 0.268
83810/125000, loss = -2.173, regloss = -2.13968, valid_loss = -1.945, time = 0.393
83820/125000, loss = -2.284, regloss = -2.14136, valid_loss = -1.943, time = 0.267
83830/125000, loss = -2.166, regloss = -2.14113, valid_loss = -1.925, time = 0.335
83840/125000, loss = -2.201, regloss = -2.14302, valid_loss = -1.927, time = 0.356
83850/125000, loss = -2.305, regloss = -2.14194, valid_loss = -1.934, time = 0.267
83860/125000, loss = -2.152, regloss = -2.14235, valid_loss = -1.965, time = 0.394
83870/125000, loss = -2.051, regloss = -2.14364, valid_loss = -1.951, time = 0.267
83880/125000, loss = -2.158, regloss = -2.14420, valid_loss = -1.929, time = 0.307
83890/125000, loss = -2.100, regloss = -2.14364, valid_loss = -1.946, time = 0.364
83900/125000, loss = -2.220, regloss = -2.14406, valid_loss = -1.950, time = 0.267
83910/125000, loss = -2.178, regloss = -2.14905, valid_loss = -1.911, time = 0.395
83920/125000, loss = -2.155, regloss = -2.15002, valid_loss = -1.935, time = 0.269
83930/125000, loss = -2.148, regloss = -2.14964, valid_loss = -1.953, time = 0.303
83940/125000, loss = -2.099, regloss = -2.14551, valid_loss = -1.943, time = 0.376
83950/125000, loss = -2.135, regloss = -2.14286, valid_loss = -1.954, time = 0.266
83960/125000, loss = -2.301, regloss = -2.14871, valid_loss = -1.936, time = 0.391
83970/125000, loss = -2.125, regloss = -2.14843, valid_loss = -1.917, time = 0.266
83980/125000, loss = -2.238, regloss = -2.14780, valid_loss = -1.956, time = 0.308
83990/125000, loss = -1.945, regloss = -2.14985, valid_loss = -1.944, time = 0.376
learning rate: 9.99999974738e-05
SAVED MODEL
84000/125000, loss = -2.238, regloss = -2.14935, valid_loss = -1.933, time = 0.297
84010/125000, loss = -2.188, regloss = -2.14409, valid_loss = -1.940, time = 0.325
84020/125000, loss = -2.334, regloss = -2.14658, valid_loss = -1.942, time = 0.281
84030/125000, loss = -2.134, regloss = -2.14721, valid_loss = -1.944, time = 0.267
84040/125000, loss = -2.109, regloss = -2.14735, valid_loss = -1.950, time = 0.396
84050/125000, loss = -2.132, regloss = -2.15181, valid_loss = -1.941, time = 0.267
84060/125000, loss = -2.279, regloss = -2.15672, valid_loss = -1.922, time = 0.282
84070/125000, loss = -2.145, regloss = -2.15538, valid_loss = -1.949, time = 0.335
84080/125000, loss = -2.176, regloss = -2.15020, valid_loss = -1.955, time = 0.266
84090/125000, loss = -2.150, regloss = -2.14422, valid_loss = -1.936, time = 0.392
84100/125000, loss = -2.067, regloss = -2.14143, valid_loss = -1.951, time = 0.276
84110/125000, loss = -2.142, regloss = -2.14246, valid_loss = -1.923, time = 0.269
84120/125000, loss = -2.325, regloss = -2.14563, valid_loss = -1.922, time = 0.383
84130/125000, loss = -2.147, regloss = -2.14853, valid_loss = -1.956, time = 0.267
84140/125000, loss = -1.982, regloss = -2.14146, valid_loss = -1.933, time = 0.400
84150/125000, loss = -2.096, regloss = -2.14398, valid_loss = -1.928, time = 0.266
84160/125000, loss = -2.161, regloss = -2.14522, valid_loss = -1.956, time = 0.297
84170/125000, loss = -2.170, regloss = -2.14696, valid_loss = -1.934, time = 0.356
84180/125000, loss = -2.031, regloss = -2.14835, valid_loss = -1.936, time = 0.266
84190/125000, loss = -2.169, regloss = -2.15263, valid_loss = -1.924, time = 0.396
84200/125000, loss = -2.123, regloss = -2.15189, valid_loss = -1.935, time = 0.277
84210/125000, loss = -2.043, regloss = -2.14945, valid_loss = -1.922, time = 0.326
84220/125000, loss = -2.286, regloss = -2.15033, valid_loss = -1.959, time = 0.351
84230/125000, loss = -2.049, regloss = -2.15109, valid_loss = -1.951, time = 0.266
84240/125000, loss = -2.196, regloss = -2.14916, valid_loss = -1.949, time = 0.391
84250/125000, loss = -2.106, regloss = -2.14591, valid_loss = -1.936, time = 0.269
84260/125000, loss = -2.242, regloss = -2.14249, valid_loss = -1.948, time = 0.314
84270/125000, loss = -2.355, regloss = -2.14616, valid_loss = -1.929, time = 0.366
84280/125000, loss = -2.103, regloss = -2.14307, valid_loss = -1.959, time = 0.267
84290/125000, loss = -2.013, regloss = -2.14435, valid_loss = -1.931, time = 0.408
84300/125000, loss = -2.054, regloss = -2.14365, valid_loss = -1.933, time = 0.266
84310/125000, loss = -2.037, regloss = -2.14308, valid_loss = -1.937, time = 0.311
84320/125000, loss = -2.262, regloss = -2.14730, valid_loss = -1.944, time = 0.364
84330/125000, loss = -2.075, regloss = -2.14692, valid_loss = -1.933, time = 0.267
84340/125000, loss = -2.160, regloss = -2.14819, valid_loss = -1.967, time = 0.391
84350/125000, loss = -2.028, regloss = -2.14321, valid_loss = -1.954, time = 0.268
84360/125000, loss = -2.319, regloss = -2.14730, valid_loss = -1.936, time = 0.313
84370/125000, loss = -2.116, regloss = -2.14930, valid_loss = -1.972, time = 0.361
84380/125000, loss = -2.055, regloss = -2.14696, valid_loss = -1.936, time = 0.268
84390/125000, loss = -2.256, regloss = -2.14804, valid_loss = -1.923, time = 0.396
84400/125000, loss = -2.172, regloss = -2.15017, valid_loss = -1.948, time = 0.267
84410/125000, loss = -2.397, regloss = -2.15177, valid_loss = -1.960, time = 0.267
84420/125000, loss = -2.238, regloss = -2.14992, valid_loss = -1.930, time = 0.394
84430/125000, loss = -2.281, regloss = -2.15519, valid_loss = -1.954, time = 0.268
84440/125000, loss = -2.063, regloss = -2.15244, valid_loss = -1.938, time = 0.395
84450/125000, loss = -2.230, regloss = -2.14933, valid_loss = -1.939, time = 0.267
84460/125000, loss = -2.056, regloss = -2.14884, valid_loss = -1.971, time = 0.287
84470/125000, loss = -2.097, regloss = -2.14636, valid_loss = -1.960, time = 0.380
84480/125000, loss = -2.260, regloss = -2.14411, valid_loss = -1.940, time = 0.266
84490/125000, loss = -2.095, regloss = -2.13985, valid_loss = -1.960, time = 0.392
learning rate: 9.99999974738e-05
SAVED MODEL
84500/125000, loss = -2.293, regloss = -2.14252, valid_loss = -1.952, time = 0.293
84510/125000, loss = -2.112, regloss = -2.13988, valid_loss = -1.939, time = 0.266
84520/125000, loss = -2.149, regloss = -2.14070, valid_loss = -1.951, time = 0.274
84530/125000, loss = -2.043, regloss = -2.13539, valid_loss = -1.930, time = 0.276
84540/125000, loss = -2.039, regloss = -2.13881, valid_loss = -1.921, time = 0.267
84550/125000, loss = -2.214, regloss = -2.14164, valid_loss = -1.943, time = 0.467
84560/125000, loss = -2.000, regloss = -2.13936, valid_loss = -1.952, time = 0.394
84570/125000, loss = -2.188, regloss = -2.14770, valid_loss = -1.929, time = 0.266
84580/125000, loss = -2.038, regloss = -2.14677, valid_loss = -1.954, time = 0.393
84590/125000, loss = -2.125, regloss = -2.14666, valid_loss = -1.958, time = 0.267
84600/125000, loss = -2.137, regloss = -2.14585, valid_loss = -1.929, time = 0.267
84610/125000, loss = -2.100, regloss = -2.14427, valid_loss = -1.939, time = 0.396
84620/125000, loss = -2.140, regloss = -2.14603, valid_loss = -1.948, time = 0.273
84630/125000, loss = -2.323, regloss = -2.14637, valid_loss = -1.931, time = 0.393
84640/125000, loss = -2.018, regloss = -2.14665, valid_loss = -1.919, time = 0.266
84650/125000, loss = -2.203, regloss = -2.14613, valid_loss = -1.947, time = 0.266
84660/125000, loss = -2.248, regloss = -2.14477, valid_loss = -1.931, time = 0.394
